DATEAPRECV,DCSTAT,KEYVAL,OBJECTID,PROPOSAL,REFVAL,PROPNO,CREATEDBY,MODIFIEDBY,DATE_CREATED,DATE_MODIFIED,STATUS,TRANSACTION_TYPE,SYMBOL,MAP_AREA,X,Y,DECSN,OFFCODE,DCAPPTYP,DCAREATM,DATEAPVAL,MAP_X,MAP_Y,LATITUDE,LONGITUDE,SE_ANNO_CAD_DATA,DCPREAPP
2025/06/17 00:00:00+00,NOB,SY3JVRSJ0GB00,12651289,50% crown reduction of 1no. Sycamore - tree in a conservation area,25/01218/TCA,001ZF5SJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 09:38:26+00,2025/06/19 09:38:26+00,1,NONE,1,2.17580488,458942,449745,NOB,MSTUBB,TCA,GREEN,2025/06/17 00:00:00+00,458941.8765,449745.1541875,53.9404720868649,-1.10358725852206,,F
2025/06/13 00:00:00+00,NOB,SXSPJISJFLQ00,12651290,Fell 1no. Cordyline (T1) - tree in a conservation area,25/01194/TCA,0028P5SJBU000,jbarnettDC2,jbarnettDC2,2025/06/19 09:53:43+00,2025/06/19 09:53:43+00,1,NONE,1,108.645455,461653,452737,NOB,MSTUBB,TCA,GREEN,2025/06/13 00:00:00+00,461652.98294563,452736.99588817,53.967043140576,-1.06168989903667,,F
2025/06/17 00:00:00+00,NOB,SY3LEMSJ0GB00,12651291,Remedial works to 15no. trees as detailed in submitted schedule of works - trees in a conservation area,25/01232/TCA,I94I16SJ10000,lharrisonDC2,lharrisonDC2,2025/06/19 10:18:20+00,2025/06/19 10:18:20+00,1,NONE,1,12252.3695858,462758,450493,NOB,MSTUBB,TCA,GREEN,2025/06/17 00:00:00+00,462757.83721121,450492.89119627,53.9467439230119,-1.04531148710378,,F
2025/06/17 00:00:00+00,HAPP,SXZNIJSJFMZ00,12651292,Two storey and single storey side extension after removal of garage with canopy roof to front,25/01213/FUL,001QS8SJBU000,drobertsDC2,drobertsDC2,2025/06/19 10:27:37+00,2025/06/19 10:27:37+00,1,NONE,1,349.6873308,460710,458077,HAPP,SFRANC,FUL,WEST,2025/06/18 00:00:00+00,460710.22845241,458076.98377592,54.0151422257604,-1.07499588486762,,F
2025/06/16 00:00:00+00,PER,SXYHTWSJFMS00,12651293,Non-material amendment to permitted application 21/01605/FULM to remove a small extent of soft landscaping and adjustments to locations of trees,25/01212/NONMAT,0020LQSJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 10:36:23+00,2025/06/19 10:36:23+00,1,NONE,1,3909.90225221,460705,451037,PER,JKENYO,NONMAT,EAST,2025/06/16 00:00:00+00,460704.63660449,451036.90115035,53.9518771391425,-1.0764814382403,,F
2025/06/19 00:00:00+00,REFLHE,SY3KH8SJFNX00,12651294,"Erection of single storey extension extending 6 metres beyond the rear wall of the original house, with a height to the eaves of 3.2 metres and a total height of 3.2 metres",25/01228/LHE,001P7ESJBU000,drobertsDC2,drobertsDC2,2025/06/19 11:02:58+00,2025/06/19 11:02:58+00,1,NONE,1,318.44696285,458518,454100,REFLHE,LWARSA,LHE,WEST,2025/06/20 00:00:00+00,458517.86201306,454100.01549542,53.9796556029574,-1.1092119727772,,F
2025/06/17 00:00:00+00,NOB,SY3NPRSJ0GB00,12651295,Remedial works to 4no. trees as detailed in submitted schedule of works - trees in a conservation area,25/01233/TCA,002A5GSJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 11:03:25+00,2025/06/19 11:03:25+00,1,NONE,1,32.98361203,461370,451035,NOB,MSTUBB,TCA,GREEN,2025/06/17 00:00:00+00,461370.19961417,451034.87608805,53.9517805819118,-1.06634159341707,,F
2025/09/24 00:00:00+00,NOB,T337VUSJH0X00,12651296,"Crown lifting up to 4m and repollarding of 3no. Limes (T2, T3, T5) to previous pollard points - trees in a conservation area",25/01902/TCA,001X4LSJBU000,lharrisonDC2,lharrisonDC2,2025/10/06 10:29:09+00,2025/10/06 10:29:09+00,1,NONE,1,59.87214799,460761,451390,NOB,MSTUBB,TCA,GREEN,2025/09/24 00:00:00+00,460760.57438121,451389.89575844,53.9550427902168,-1.07555904546391,,F
2025/10/06 00:00:00+00,HAPP,T3PFTHSJH6M00,12651297,"Single storey front, rear and side extensions",25/01992/FUL,001ED9SJBU000,lharrisonDC2,lharrisonDC2,2025/10/06 12:37:25+00,2025/10/06 12:37:25+00,1,NONE,1,417.2271365,456836,456090,HAPP,CWRIGH,FUL,WEST,2025/10/07 00:00:00+00,456836.06513323,456090.31712261,53.9977290043116,-1.13448193453596,,F
2025/10/08 00:00:00+00,HAPP,T3SWV5SJH8B00,12651298,Single storey rear extension,25/02014/FUL,HX72N4SJ60000,lharrisonDC2,lharrisonDC2,2025/10/08 09:06:45+00,2025/10/08 09:06:45+00,1,NONE,1,155.7975,457596,451819,HAPP,CORGAN,FUL,WEST,2025/10/09 00:00:00+00,457595.85005014,451819.07424672,53.9592609409771,-1.12369894971371,,F
2025/10/08 00:00:00+00,PER,T3SWUXSJH8900,12651299,"Change of use from Commercial, Business and Service (use class E) to 1no. dwellinghouse (use class C3) under The Town and Country Planning (General Permitted Development) Order 2015 (as amended) - Schedule 2, Part 3, Class MA",25/02013/ERC,001HD2SJBU000,lharrisonDC2,lharrisonDC2,2025/10/08 09:52:45+00,2025/10/08 09:52:45+00,1,NONE,1,136.97337646,461289,452500,PER,KSTRET,ERC,EAST,2025/10/10 00:00:00+00,461288.87920033,452500.31767447,53.9649594254876,-1.06728672591049,,F
2025/10/06 00:00:00+00,CER,T3PWJ5SJH7400,12651300,Certificate of lawfulness for use as House in Multiple Occupation (use class C4) for up to 5no. occupants,25/01998/CLU,0002DWSJBU000,lharrisonDC2,lharrisonDC2,2025/10/08 10:20:34+00,2025/10/08 10:20:34+00,1,NONE,1,82.1892,462166,451191,CER,ACARR,CLU,EAST,2025/10/16 00:00:00+00,462166.13538826,451191.03095806,53.9530890354916,-1.05418335642332,,F
2025/10/08 00:00:00+00,CER,T3SWU6SJH8600,12651301,Certificate of lawfulness for use as House in Multiple Occupation for up to 3 occupants within use class C4,25/02012/CLU,001ASCSJBU000,lharrisonDC2,lharrisonDC2,2025/10/08 10:28:31+00,2025/10/08 10:28:31+00,1,NONE,1,67.463925,460355,452757,CER,KSTRET,CLU,EAST,2025/10/09 00:00:00+00,460354.87947002,452756.69883553,53.9673730331742,-1.08147062583795,,F
2025/10/07 00:00:00+00,REF,T3RR5LSJH7S00,12651302,Change of use from dwelling house (use Class C3) to Large House in Multiple Occupation for up to 10no. occupants (sui generis),25/02009/FUL,002884SJBU000,nfirbyDC2,nfirbyDC2,2025/10/08 12:20:39+00,2025/10/08 12:20:39+00,1,NONE,1,759.77273644,458114,449551,REF,TSCARS,FUL,WEST,2025/10/08 00:00:00+00,458113.70476654,449550.92021367,53.9388200184201,-1.11623855197308,,F
2025/10/08 00:00:00+00,PER,T3TDHXSJH8I00,12651303,"Change of use from a Mobile Switching Centre (sui generis) to general industrial, storage and distribution or office use (Use Classes E(g), B2 & B8)",25/02015/FUL,0014HWSJBU000,lharrisonDC2,lharrisonDC2,2025/10/08 13:23:37+00,2025/10/08 13:23:37+00,1,NONE,1,3254.6722,457260,453897,PER,SP,FUL,WEST,2025/11/17 00:00:00+00,457259.94151624,453897.14662491,53.9779730816625,-1.12842823848952,,F
2025/10/08 00:00:00+00,HAPP,T3TDL5SJ0HL00,12651304,Conversion of garage to habitable space with associated external alterations,25/02017/FUL,KJ7X8BSJ05Y00,nfirbyDC2,nfirbyDC2,2025/10/08 13:37:14+00,2025/10/08 13:37:14+00,1,NONE,1,144.194,458473,448969,HAPP,CORGAN,FUL,WEST,2025/10/25 00:00:00+00,458473.33874602,448968.75443213,53.9335478753208,-1.11087216336968,,F
2025/12/03 00:00:00+00,PER,T6PDXSSJI3200,12651305,"External works to include replacement of existing external doors to  14, 15 and 16 Western Terrace",25/02415/LBC,001034SJBU000,lharrisonDC2,lharrisonDC2,2025/12/05 09:08:34+00,2025/12/05 09:08:34+00,1,NONE,1,1893.15921826,460967,455024,PER,AGALLI,LBC,EAST,2025/12/04 00:00:00+00,460966.71581036,455023.67278252,53.9876735771702,-1.07169278852136,,F
2025/12/04 00:00:00+00,INV,T6R8KGSJI3W00,12651306,Display of vinyl frosting to shopfront window,25/02424/ADV,001X9DSJBU000,lharrisonDC2,lharrisonDC2,2025/12/05 10:15:38+00,2025/12/05 10:15:38+00,1,NONE,1,264.41511718,460421,451672,,KSTRET,ADV,EAST,,460421.22646943,451671.7949405,53.9576157582806,-1.08067390897775,,F
2025/12/05 00:00:00+00,REF,T6SMMZSJI4700,12651307,Change of use from dwelling house (use Class C3) to House in Multiple Occupation (use Class C4) and two storey side extension - part retrospective,25/02426/FUL,001MECSJBU000,lharrisonDC2,lharrisonDC2,2025/12/05 11:42:48+00,2025/12/05 11:42:48+00,1,NONE,1,299.9509,462517,451633,REF,AGALLI,FUL,EAST,2025/12/08 00:00:00+00,462517.10518563,451633.34522975,53.9570216762704,-1.04874554556815,,F
2025/12/04 00:00:00+00,PDE,T6R8L1SJI3Z00,12651308,Two storey rear extension and detached outbuilding to front garden,25/02425/FUL,0002S1SJBU000,lharrisonDC2,lharrisonDC2,2025/12/05 12:08:24+00,2025/12/05 12:08:24+00,1,NONE,1,695.70564351,457701,451563,,CORGAN,FUL,WEST,2025/12/05 00:00:00+00,457700.96306703,451563.01461624,53.9569481304659,-1.12214551257139,,F
2025/12/05 00:00:00+00,INV,T6SUXMSJI4F00,12651309,Change of use from dwelling house (use Class C3) to House in Multiple Occupation (use Class C4) for up to 5no. occupants,25/02430/FUL,001PBQSJBU000,lharrisonDC2,lharrisonDC2,2025/12/05 14:35:49+00,2025/12/05 14:35:49+00,1,NONE,1,114.95635,460360,451457,,KSTRET,FUL,EAST,,460360.30987158,451456.73558551,53.9556902115775,-1.08164460252167,,F
2025/12/05 00:00:00+00,PCO,T6SMNGSJI4A00,12651310,Single storey rear and side extension,25/02427/FUL,001PK5SJBU000,lharrisonDC2,lharrisonDC2,2025/12/05 15:42:06+00,2025/12/05 15:42:06+00,1,NONE,1,651.39951946,455953,454388,,LWARSA,FUL,WEST,2025/12/08 00:00:00+00,455953.0911645,454387.75888971,53.9825248671233,-1.14826183365754,,F
2025/12/09 00:00:00+00,NOB,T73QA5SJ0BA00,12651311,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 1no. 10m high pole OS 34 Elmfield  Avenue,25/02470/TCNOT,HPY0U5SJ10077,gmitchDC2,gmitchDC2,2025/12/11 11:10:08+00,2025/12/11 11:10:08+00,1,NONE,1,15.38068965,461711,453784,NOB,SJ,TCNOT,EAST,2025/12/09 00:00:00+00,461710.55505131,453784.13612503,53.9764463969431,-1.0606008607647,,F
2025/12/10 00:00:00+00,NOB,T72CM8SJI6Z00,12651312,"Fell 1no. Poplar - tree in a Conservation Area [5-day-notice, retrospective]",25/02466/TCA,0004GHSJBU000,lharrisonDC2,lharrisonDC2,2025/12/11 11:10:19+00,2025/12/11 11:10:19+00,1,NONE,1,2584.11625,458971,450640,NOB,MSTUBB,TCA,GREEN,2025/12/10 00:00:00+00,458971.07542047,450640.11383732,53.9485114414635,-1.10297001144499,,F
2025/12/09 00:00:00+00,NOB,T73S97SJ0BA00,12651313,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 1no. 9m high pole OS 2 Elmfield Avenue,25/02473/TCNOT,HPY0U5SJ10077,gmitchDC2,gmitchDC2,2025/12/11 11:49:34+00,2025/12/11 11:49:34+00,1,NONE,1,4.80177628,461822,453653,NOB,ACARR,TCNOT,EAST,2025/12/09 00:00:00+00,461821.63230174,453653.12437306,53.9752558174353,-1.0589340665462,,F
2025/12/09 00:00:00+00,PCO,T70HXKSJI6500,12651314,Front dormer and rooflights to front and rear roofslopes,25/02454/FUL,000GF9SJBU000,lharrisonDC2,lharrisonDC2,2025/12/11 12:03:49+00,2025/12/11 12:03:49+00,1,NONE,1,326.25625,461487,448313,,ACARR,FUL,EAST,2025/12/19 00:00:00+00,461486.75213508,448312.99960676,53.9273065087686,-1.06511274487657,,F
2025/11/28 00:00:00+00,NOB,T6FFKYSJI0300,12651315,Up to one third reduction in height of 1no. Leylandii (T2) - tree in a Conservation Area,25/02373/TCA,000GN5SJBU000,lharrisonDC2,lharrisonDC2,2025/12/11 12:08:50+00,2025/12/11 12:08:50+00,1,NONE,1,678.2085,456077,454932,NOB,MSTUBB,TCA,GREEN,2025/11/28 00:00:00+00,456077.35430767,454931.53509489,53.987398168348,-1.14626727721129,,F
2025/09/17 00:00:00+00,WDN,T2ZW7BSJ0BA00,12651316,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- installation of 1 block  terminal(s) with all  associated wiring and cables to the wall at the rear of 30-44 Invicta Court,25/01872/TCNOT,HPY0UESJ10023,gmitchDC2,gmitchDC2,2025/09/22 15:14:42+00,2025/09/22 15:14:42+00,1,NONE,1,20.40754919,456977,449793,WDN,TSCARS,TCNOT,WEST,2025/09/17 00:00:00+00,456976.58921568,449792.55005846,53.9411176194685,-1.13351309284269,,F
2025/09/17 00:00:00+00,NOB,T2ZWTISJ0GB00,12651317,"Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- Installation of GPS node on existing pole, a cabinet and ancillary equipment",25/01873/TCNOT,ROXLNNSJ0FV00,lharrisonDC2,lharrisonDC2,2025/09/22 15:16:17+00,2025/09/22 15:16:17+00,1,NONE,1,9.58227539,467440,444505,NOB,KSTRET,TCNOT,EAST,2025/09/17 00:00:00+00,467439.89299923,444504.87235058,53.8923457305026,-.975306264587034,,F
2025/09/17 00:00:00+00,NOB,T2QHILSJGWT00,12651318,Pollard 1no. Eucalyptus at 6m (rear garden) - tree in a conservation area,25/01826/TCA,001LA0SJBU000,lharrisonDC2,lharrisonDC2,2025/09/22 15:22:40+00,2025/09/22 15:22:40+00,1,NONE,1,744.786,460767,449343,NOB,MSTUBB,TCA,GREEN,2025/09/17 00:00:00+00,460766.92613326,449342.95085438,53.9366470480691,-1.07586887934947,,F
2025/09/17 00:00:00+00,NOB,T2QPVOSJGXB00,12651319,Crown reduction of T1 Willow up to 5m and T3 Cherry Plum up to 2m- remove 3 lower limbs of T2  - trees in a conservation area,25/01834/TCA,000GL5SJBU000,lharrisonDC2,lharrisonDC2,2025/09/22 15:48:52+00,2025/09/22 15:49:58+00,1,NONE,1,1265.35334882,470082,447613,NOB,MSTUBB,TCA,GREEN,2025/09/17 00:00:00+00,470081.57403716,447613.35666251,53.9199296333671,-.934406835393225,,F
2025/09/23 00:00:00+00,NOB,T314T0SJGZE00,12651320,Fell 1no. Hawthorn (T2) up to 2m crown reduction of 1no. Tulip tree (T1)  - trees in a conservation area,25/01875/TCA,HPY0V1SJ10032,lharrisonDC2,lharrisonDC2,2025/09/24 08:32:55+00,2025/09/24 08:32:55+00,1,NONE,1,85.41909835,460530,458234,NOB,MSTUBB,TCA,GREEN,2025/09/23 00:00:00+00,460530.40757838,458234.27476232,54.0165767898123,-1.07770846990713,,F
2025/09/17 00:00:00+00,NOB,T2QPSTSJGX100,12651321,Pollard 1no.Sycamore to around 15ft (4.5m) - tree in a conservation area,25/01829/TCA,001S0ESJBU000,gmitchDC2,gmitchDC2,2025/09/24 09:14:11+00,2025/09/24 09:14:11+00,1,NONE,1,16.54361984,470358,447634,NOB,MSTUBB,TCA,GREEN,2025/09/17 00:00:00+00,470358.33905075,447634.18592154,53.9200793575648,-.930188766225005,,F
2025/06/19 00:00:00+00,PER,SY3KBNSJFND00,12651322,Non-material amendment to permitted application 23/00626/FULM for the repositioning of the approved substation and spare parts container,25/01219/NONMAT,RGEKEBSJ0FV00,lharrisonDC2,lharrisonDC2,2025/06/19 11:22:48+00,2025/06/19 11:22:48+00,1,NONE,1,611700.07374247,453245,452469,PER,EMAT,NONMAT,WEST,2025/06/19 00:00:00+00,453244.60064481,452468.61650557,53.9655634381578,-1.18989337599712,,F
2025/06/19 00:00:00+00,HAPP,SY3KC5SJFNF00,12651323,Two storey side extension after removal of outbuilding,25/01220/FUL,0028EWSJBU000,drobertsDC2,drobertsDC2,2025/06/19 11:28:24+00,2025/06/19 11:28:24+00,1,NONE,1,350.38558622,458028,449482,HAPP,LWARSA,FUL,WEST,2025/06/20 00:00:00+00,458028.31249474,449481.66390758,53.9382071938658,-1.11755229625397,,F
2025/06/19 00:00:00+00,CER,SY3KD1SJFNJ00,12651324,Certificate of lawfulness for proposed development of a single storey rear extension and rear dormer.,25/01222/CPD,0002NSSJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 11:35:47+00,2025/06/19 11:35:47+00,1,NONE,1,78.97215,462170,451155,CER,PE,CPD,EAST,2025/06/19 00:00:00+00,462170.32053352,451154.94181537,53.9527642186449,-1.05412692955285,,F
2025/06/19 00:00:00+00,REF,SY3KG5SJFNT00,12651325,Erection of agricultural building,25/01227/AGNOT,SXY68FSJ0CE00,lharrisonDC2,lharrisonDC2,2025/06/19 11:52:06+00,2025/06/19 11:52:06+00,1,NONE,1,8368.116635,466945,454259,REF,SJ,AGNOT,EAST,2025/06/30 00:00:00+00,466945.28842929,454259.12225572,53.9800645832291,-.980697201788495,,F
2025/06/16 00:00:00+00,PCO,SXYHT7SJFMP00,12651326,"Erection of 2no. residential apartment buildings (use class C3) with associated parking, refuse, cycle stores, and landscaping following demolition of existing dwelling",25/01211/FUL,0029VOSJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 12:09:51+00,2025/06/19 12:09:51+00,1,NONE,1,1382.6581,462187,452994,,ORICHA,FUL,EAST,2025/07/01 00:00:00+00,462187.18545818,452993.74096489,53.9692865330636,-1.05349581421014,,F
2025/06/13 00:00:00+00,REF,SXSE4USJ0GB00,12651327,Certificate of lawfulness for use as House in Multiple Occupation (use class C4),25/01187/CLU,0000JQSJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 12:18:15+00,2025/06/19 12:18:15+00,1,NONE,1,256.2684173,457132,451464,REF,SFRANC,CLU,WEST,2025/06/25 00:00:00+00,457131.89247407,451464.31772486,53.9561242014246,-1.13083528446877,,F
2025/06/19 00:00:00+00,REF,SY3L57SJFO400,12651328,Erection of 1no. dwelling to rear,25/01231/FUL,0006VPSJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 12:43:45+00,2025/06/19 12:43:45+00,1,NONE,1,783.76578347,457662,451162,REF,TSCARS,FUL,WEST,2025/06/26 00:00:00+00,457662.07096881,451161.97402194,53.9533484407298,-1.12281376697421,,F
2025/06/16 00:00:00+00,NOB,SY3QM2SJ0FL00,12651329,Up to 2m crown reduction of 9no. Silver Birch - trees in a conservation area,25/01234/TCA,IV33LMSJC1000,jbarnettDC2,jbarnettDC2,2025/06/19 13:04:35+00,2025/06/19 13:04:35+00,1,NONE,1,264.8686377,460749,451652,NOB,MSTUBB,TCA,GREEN,2025/06/16 00:00:00+00,460749.03436071,451652.06796128,53.9574001654451,-1.07568278188141,,F
2025/06/19 00:00:00+00,HAPP,SY3KE1SJFNN00,12651330,Alterations to external soil pipe,25/01224/FUL,0011I3SJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 13:15:16+00,2025/06/19 13:15:16+00,1,NONE,1,104.2112,460280,451684,HAPP,KSTRET,FUL,EAST,2025/07/24 00:00:00+00,460280.32987622,451683.65588299,53.9577387521158,-1.0828185175578,,F
2025/06/19 00:00:00+00,PER,SY3KE5SJFNO00,12651331,Alterations to internal layout and external soil pipe,25/01225/LBC,0011I3SJBU000,lharrisonDC2,lharrisonDC2,2025/06/19 13:22:08+00,2025/06/19 13:22:08+00,1,NONE,1,104.2112,460280,451684,PER,KSTRET,LBC,EAST,2025/08/18 00:00:00+00,460280.32987622,451683.65588299,53.9577387521158,-1.0828185175578,,F
2025/06/19 00:00:00+00,HAPP,SY3KDDSJFNL00,12651332,Reinstatement of garage (retrospective),25/01223/FUL,0026PMSJBU000,drobertsDC2,drobertsDC2,2025/06/19 14:02:44+00,2025/06/19 14:02:44+00,1,NONE,1,590.28491192,462275,455809,HAPP,AGALLI,FUL,EAST,2025/06/24 00:00:00+00,462274.91249447,455809.09048685,53.9945759843324,-1.05158427803788,,F
2025/10/08 00:00:00+00,PER,T3TDIHSJH8L00,12651333,Erection of electricity substation,25/02016/FUL,00221PSJBU000,nfirbyDC2,nfirbyDC2,2025/10/08 16:35:18+00,2025/10/08 16:44:53+00,1,NONE,1,28.67104864,467426,451872,PER,SJ,FUL,EAST,2025/10/09 00:00:00+00,467425.89315727,451872.35672858,53.9585541442163,-.973897077425108,,F
2025/10/07 00:00:00+00,NOB,T3RAH4SJH7N00,12651334,"Fell 1no. Sycamore (rear gdn) - tree in a conservation area",25/02004/TCA,0001HMSJBU000,lharrisonDC2,lharrisonDC2,2025/10/13 09:31:44+00,2025/10/13 09:31:44+00,1,NONE,1,417.37375,460891,455782,NOB,MSTUBB,TCA,GREEN,2025/10/07 00:00:00+00,460890.54135256,455782.10585911,53.9944981899009,-1.07270296865561,,F
2025/10/13 00:00:00+00,PCO,T426BLSJHA000,12651335,"Erection of external amenity pavilions and structures, bike and bin stores, landscape enhancement works and associated works.",25/02034/FUL,001XBZSJBU000,nfirbyDC2,nfirbyDC2,2025/10/13 09:51:55+00,2025/10/13 09:51:55+00,1,NONE,1,1374.5826155,461726,451280,,SJ,FUL,EAST,2025/10/14 00:00:00+00,461726.40537782,451280.05840616,53.9539416273979,-1.06086511190636,,F
2025/10/09 00:00:00+00,NOB,T42GT3SJ0GB00,12651336,Fell 1no. conifer - tree in a conservation area,25/02035/TCA,000H1MSJBU000,lharrisonDC2,lharrisonDC2,2025/10/13 10:54:56+00,2025/10/13 10:54:56+00,1,NONE,1,616.15625,461161,455643,NOB,MSTUBB,TCA,GREEN,2025/10/09 00:00:00+00,461160.88934795,455643.24056797,53.9932184084744,-1.06860769301536,,F
2025/10/10 00:00:00+00,NOB,T3WM5JSJH9I00,12651337,"Fell 1no. Maple (T2)- 5% thin and up to 5.2m crown lift over carriageway and up to 2.4m over pavement of 2no. Beech (T1, T3)- 10% crown thinning of 1no. Lime (T4) -trees in a conservation area",25/02025/TCA,0012EOSJBU000,lharrisonDC2,lharrisonDC2,2025/10/13 11:12:30+00,2025/10/13 11:12:30+00,1,NONE,1,137.87144045,459735,452772,NOB,MSTUBB,TCA,GREEN,2025/10/10 00:00:00+00,459735.41783894,452772.39569406,53.9675858782955,-1.09090898250908,,F
2025/10/06 00:00:00+00,NOB,T3PWI0SJH6X00,12651338,Up to 2.5 lateral branch reduction of 1no. London Plane to clear branches away from 72/74 Bootham - tree in a conservation area,25/01995/TCA,000B57SJBU000,lharrisonDC2,lharrisonDC2,2025/10/13 12:39:52+00,2025/10/13 12:39:52+00,1,NONE,1,3.00111017,459850,452467,NOB,MSTUBB,TCA,GREEN,2025/10/06 00:00:00+00,459850,452467.0859375,53.9648289700443,-1.08922239270932,,F
2025/10/06 00:00:00+00,WDN,T3PWIGSJH7000,12651339,Crown reduction and shaping of 7no. trees as per submitted specification - trees in a conservation area,25/01996/TCA,K0YFNSSJ05Y00,lharrisonDC2,lharrisonDC2,2025/10/13 12:46:41+00,2025/10/13 12:46:41+00,1,NONE,1,473.48372218,465772,456075,WDN,MSTUBB,TCA,GREEN,2025/10/06 00:00:00+00,465771.59845442,456074.50738389,53.9965285739635,-.998199380525252,,F
2025/10/13 00:00:00+00,HREF,T42MWVSJHAC00,12651340,Single storey side and rear extensions (retrospective),25/02041/FUL,000FSKSJBU000,lharrisonDC2,lharrisonDC2,2025/10/13 13:34:40+00,2025/10/13 13:34:40+00,1,NONE,1,181.57174218,461826,452948,HREF,ACARR,FUL,EAST,2025/10/14 00:00:00+00,461826.3665683,452948.05132782,53.9689191276356,-1.05900462878451,,F
2025/10/07 00:00:00+00,NOB,T42OOZSJ0GB00,12651341,Notification under regulation 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- installation of 1no. cabinet,25/02044/TCNOT,HPY0ULSJ10144,lharrisonDC2,lharrisonDC2,2025/10/13 13:47:06+00,2025/10/13 13:47:06+00,1,NONE,1,4.35160975,456273,446253,NOB,MPARK,TCNOT,WEST,2025/10/07 00:00:00+00,456272.75000002,446252.53906255,53.9093812201239,-1.14488425361952,,F
2025/10/13 00:00:00+00,HAPP,T42MTKSJHA500,12651342,Single storey rear and side extension,25/02038/FUL,0018D9SJBU000,lharrisonDC2,lharrisonDC2,2025/10/13 13:56:57+00,2025/10/13 13:56:57+00,1,NONE,1,265.48804102,458538,449375,HAPP,CORGAN,FUL,WEST,2025/10/14 00:00:00+00,458537.98399247,449375.01234462,53.9371914884579,-1.10980998849018,,F
2025/10/13 00:00:00+00,PER,T42MVXSJHAA00,12651343,Display of external signage to include 2 no. externally illuminated fascia signs and 1 no. band sign,25/02040/ADV,000DLLSJBU000,nfirbyDC2,nfirbyDC2,2025/10/13 14:09:28+00,2025/10/13 14:09:28+00,1,NONE,1,1453.6055,459573,455047,PER,TSCARS,ADV,WEST,2025/10/28 00:00:00+00,459572.51622303,455047.02370222,53.9880457088216,-1.09294803329289,,F
2025/07/22 00:00:00+00,PER,SZSGVDSJG5900,12651344,"Replacement of existing windows and rear doors and part of bay windows to 1-8 Beeforth Close  1-8 Darbie Close 1-8  Jedwell Close 1-8 Kenlay Close  1-8 Lasenby Close  1-60 Lucombe Way 1-8 Mallory Close 1-8 Manley Close 1-8 Moiser Close  1-8 Ryehill Close 1-12 Smithie Close 1-8 Toremil Close  ",25/01470/FUL,0023LMSJBU000,gmitchDC2,gmitchDC2,2025/07/23 13:29:12+00,2025/07/23 13:29:12+00,1,NONE,1,65997.92771358,460796,455925,PER,ADOWNE,FUL,EAST,2025/08/11 00:00:00+00,460795.5942419,455925.31299163,53.9957962786454,-1.07412247821475,,F
2025/12/11 00:00:00+00,PCO,T73QWDSJI7800,12651345,"Two storey rear extension, single storey side extension and installation of solar PV panels with associated soft landscaping works, car parking and cycle storage to Stableside for use as stable staff accommodation and as a hotel (Use Class C1)",25/02471/FULM,001809SJBU000,lharrisonDC2,lharrisonDC2,2025/12/11 13:44:28+00,2025/12/11 13:44:28+00,1,NONE,1,5624.1575391,458756,449488,,CWALSH,FULM,WEST,2026/01/08 00:00:00+00,458756.0500194,449488.26266947,53.9381845764545,-1.10646701271413,,F
2025/12/11 00:00:00+00,PCO,T73YOSSJ0GB00,12651346,Display of 1no. non-illuminated fascia sign to rear (retrospective),25/02475/ADV,001XSOSJBU000,lharrisonDC2,lharrisonDC2,2025/12/11 14:05:44+00,2025/12/11 14:05:44+00,1,NONE,1,79.1725,457565,451423,,EPOT,ADV,WEST,2025/12/23 00:00:00+00,457564.52863297,451422.58738672,53.955701325923,-1.12425089618685,,F
2025/11/27 00:00:00+00,NOB,T6E9YASJHZY00,12651347,Crown reduction of 6no. trees in rear garden  - trees in a Conservation Area,25/02372/TCA,0010MJSJBU000,lharrisonDC2,lharrisonDC2,2025/12/11 16:21:03+00,2025/12/11 16:21:03+00,1,NONE,1,1042.18125,461691,456114,NOB,MSTUBB,TCA,GREEN,2025/11/27 00:00:00+00,461690.82724289,456114.26318704,53.9973883453096,-1.06043051428166,,F
2025/12/11 00:00:00+00,PCO,T747QCSJI7L00,12651348,Replacement doors to front entrance,25/02479/FUL,000KBASJBU000,lharrisonDC2,lharrisonDC2,2025/12/12 12:49:31+00,2025/12/12 12:49:31+00,1,NONE,1,695.7651228,459657,447789,,TSCARS,FUL,WEST,2025/12/12 00:00:00+00,459656.91268278,447788.63465473,53.9228078278791,-1.09307735488382,,F
